frame,dff,cue,go,nogo,reward,punish,lick
2605,0.8235,0,0,0,0,1,1
2606,0.054,0,0,0,0,1,1
2607,4.1922,0,0,0,0,1,1
2608,2.0643,0,0,0,0,1,1
2609,4.3331,0,0,0,0,0,0
2610,4.9661,0,0,0,0,0,0
2611,3.0505,0,0,0,0,0,0
2612,3.2692,0,0,0,0,0,0
2613,-1.0,0,0,0,0,0,0
2614,1.8506,0,0,0,0,0,0
2615,0.1144,0,0,0,0,0,0
2616,2.6862,0,0,0,0,0,0
2617,2.8702,0,0,0,0,0,0
2618,3.5043,0,0,0,0,0,0
2619,2.8241,0,0,0,0,0,0
2620,2.3701,0,0,0,0,0,0
2621,1.3553,0,0,0,0,0,0
2622,-0.432,0,0,0,0,0,0
2623,3.0716,0,0,0,0,0,0
2624,1.3415,0,0,0,0,0,0
2625,-0.0843,0,0,0,0,0,0
2626,-0.3174,1,1,0,0,0,0
2627,-0.9963,0,1,0,0,0,0
2628,-0.7288,0,1,0,0,0,0
2629,-0.6215,0,1,0,0,0,0
2630,-1.0,0,1,0,0,0,0
2631,-1.0,0,1,0,0,0,0
2632,0.03,0,1,0,0,0,0
2633,0.59,0,1,0,0,0,0
2634,0.1898,0,1,0,0,0,0
2635,-0.5986,0,0,0,0,0,0
2636,-0.0821,0,0,0,0,0,0
2637,0.3333,0,0,0,0,0,0
2638,-1.0,0,0,0,0,0,0
2639,-1.0,0,0,0,0,0,0
2640,-1.0,0,0,0,0,0,0
2641,0.6039,0,0,0,0,0,0
2642,-0.7685,0,0,0,0,0,0
2643,0.5506,0,0,0,0,0,0
2644,-0.6672,0,0,0,0,0,0
2645,-1.0,0,0,0,0,0,0
2646,-1.0,0,0,0,0,0,0
2647,-0.2366,0,0,0,0,0,0
2648,2.6335,0,0,0,0,0,0
2649,-1.0,0,0,0,0,0,0
2650,-1.0,0,0,0,0,0,0
2651,1.3806,0,0,0,0,0,0
2652,-0.7056,0,0,0,0,0,0
2653,-1.0,0,0,0,0,0,0
2654,-0.8121,0,0,0,0,0,0
2655,0.571,0,0,0,0,0,0
2656,0.6886,0,0,0,0,0,0
2657,1.1347,0,0,0,0,0,0
2658,-0.103,0,0,0,0,0,0
2659,0.2695,0,0,0,0,0,0
2660,-0.4165,0,0,0,0,0,0
2661,-0.0992,0,0,0,0,0,0
2662,2.5093,0,0,0,0,0,0
2663,-0.4889,0,0,0,0,0,0
2664,1.84,0,0,0,0,0,0
2665,0.4304,0,0,0,0,0,0
2666,1.387,0,0,0,0,0,0
2667,4.4827,1,1,0,0,0,0
2668,4.8323,0,1,0,0,0,0
2669,2.4983,0,1,0,0,0,0
2670,2.6796,0,1,0,0,0,0
2671,4.8982,0,1,0,0,0,0
2672,1.053,0,1,0,1,0,1
2673,0.7911,0,1,0,0,0,1
2674,-0.2531,0,1,0,0,0,0
2675,-0.4438,0,1,0,0,0,0
2676,-0.2542,0,0,0,0,0,0
2677,0.518,0,0,0,0,0,0
2678,0.2052,0,0,0,0,0,0
2679,0.935,0,0,0,0,0,0
2680,-0.0838,0,0,0,0,0,0
2681,-0.7006,0,0,0,0,0,0
2682,-0.5898,0,0,0,0,0,0
2683,-1.0,0,0,0,0,0,0
2684,0.0429,0,0,0,0,0,0
2685,0.9136,0,0,0,0,0,0
2686,-1.0,0,0,0,0,0,0
2687,-1.0,0,0,0,0,0,0
2688,-0.56,0,0,0,0,0,0
2689,-1.0,0,0,0,0,0,0
2690,-0.6801,0,0,0,0,0,0
2691,-0.7946,0,0,0,0,0,0
2692,-0.7976,0,0,0,0,0,0
2693,0.2431,0,0,0,0,0,0
2694,0.5002,0,0,0,0,0,0
2695,-1.0,0,0,0,0,0,0
2696,-0.2966,0,0,0,0,0,0
2697,0.7736,0,0,0,0,0,0
2698,0.4047,0,0,0,0,0,0
2699,0.6254,0,0,0,0,0,0
2700,-0.6391,0,0,0,0,0,0
2701,-0.6902,0,0,0,0,0,0
2702,0.2536,0,0,0,0,0,0
2703,-0.7594,0,0,0,0,0,0
2704,-0.2339,0,0,0,0,0,0
2705,0.6751,0,0,0,0,0,0
2706,-1.0,0,0,0,0,0,0
2707,-0.6562,0,0,0,0,0,0
2708,-0.9324,1,0,1,0,0,0
2709,-0.8846,0,0,1,0,0,0
2710,0.2812,0,0,1,0,0,0
2711,2.1854,0,0,1,0,0,0
2712,0.4771,0,0,1,0,0,1
2713,-1.0,0,0,1,0,1,1
2714,0.0,0,0,1,0,1,1
2715,-0.6585,0,0,1,0,1,1
2716,3.3574,0,0,1,0,1,1
2717,-0.5041,0,0,0,0,1,1
2718,2.0907,0,0,0,0,1,1
2719,1.9778,0,0,0,0,1,1
2720,4.549,0,0,0,0,1,1
2721,0.5951,0,0,0,0,1,1
2722,-0.1535,0,0,0,0,1,1
2723,3.4887,0,0,0,0,1,1
2724,2.761,0,0,0,0,1,1
2725,1.4928,0,0,0,0,1,1
2726,-0.7983,0,0,0,0,1,1
2727,-1.0,0,0,0,0,0,0
2728,-1.0,0,0,0,0,0,0
2729,-0.2347,0,0,0,0,0,0
2730,1.4062,0,0,0,0,0,0
2731,-1.0,0,0,0,0,0,0
2732,0.3711,0,0,0,0,0,0
2733,-0.8705,0,0,0,0,0,0
2734,3.2146,0,0,0,0,0,0
2735,-0.5674,0,0,0,0,0,0
2736,1.6826,0,0,0,0,0,0
2737,2.9304,0,0,0,0,0,0
2738,0.1752,0,0,0,0,0,0
2739,2.3027,0,0,0,0,0,0
2740,-1.0,0,0,0,0,0,0
2741,0.4601,0,0,0,0,0,0
2742,-1.0,0,0,0,0,0,0
2743,-1.0,0,0,0,0,0,0
2744,-1.0,0,0,0,0,0,0
2745,-0.5184,0,0,0,0,0,0
2746,0.2004,0,0,0,0,0,0
2747,-1.0,0,0,0,0,0,0
2748,-1.0,0,0,0,0,0,0
2749,-1.0,1,0,1,0,0,0
2750,0.7943,0,0,1,0,0,0
2751,-0.779,0,0,1,0,0,0
2752,-0.6589,0,0,1,0,0,0
2753,0.777,0,0,1,0,0,1
2754,1.4471,0,0,1,0,1,1
2755,0.0928,0,0,1,0,1,1
2756,0.9444,0,0,1,0,1,1
2757,-1.0,0,0,1,0,1,1
2758,3.6205,0,0,0,0,1,1
2759,-0.9221,0,0,0,0,1,1
2760,1.36,0,0,0,0,1,1
2761,2.7223,0,0,0,0,1,1
2762,2.8175,0,0,0,0,1,1
2763,0.9345,0,0,0,0,1,1
2764,-1.0,0,0,0,0,1,1
2765,0.3817,0,0,0,0,0,0
2766,0.1788,0,0,0,0,0,0
2767,-0.0904,0,0,0,0,0,0
2768,0.1631,0,0,0,0,0,0
2769,0.72,0,0,0,0,0,0
2770,2.5311,0,0,0,0,0,0
2771,-0.8207,0,0,0,0,0,0
2772,-0.4599,0,0,0,0,0,0
2773,-0.7511,0,0,0,0,0,0
2774,0.1378,0,0,0,0,0,0
2775,-1.0,0,0,0,0,0,0
2776,-1.0,0,0,0,0,0,0
2777,-1.0,0,0,0,0,0,0
2778,1.7649,0,0,0,0,0,0
2779,0.2607,0,0,0,0,0,0
2780,1.8914,0,0,0,0,0,0
2781,0.6328,0,0,0,0,0,0
2782,-1.0,0,0,0,0,0,0
2783,-0.5462,0,0,0,0,0,0
2784,-1.0,0,0,0,0,0,0
2785,-1.0,0,0,0,0,0,0
2786,-1.0,0,0,0,0,0,0
2787,-0.7581,0,0,0,0,0,0
2788,-1.0,0,0,0,0,0,0
2789,-1.0,0,0,0,0,0,0
2790,0.7557,1,1,0,0,0,0
2791,0.4389,0,1,0,0,0,0
2792,2.2851,0,1,0,0,0,0
2793,0.5288,0,1,0,0,0,0
2794,-0.8099,0,1,0,0,0,0
2795,-0.369,0,1,0,1,0,1
2796,0.2749,0,1,0,0,0,1
2797,0.1791,0,1,0,0,0,1
2798,0.48,0,1,0,0,0,1
2799,-1.0,0,0,0,0,0,1
2800,-1.0,0,0,0,0,0,1
2801,-0.7614,0,0,0,0,0,1
2802,-1.0,0,0,0,0,0,1
2803,-1.0,0,0,0,0,0,1
2804,2.3257,0,0,0,0,0,1
2805,0.0,0,0,0,0,0,1
2806,-1.0,0,0,0,0,0,1
2807,1.6257,0,0,0,0,0,1
2808,-1.0,0,0,0,0,0,1
2809,1.0494,0,0,0,0,0,1
2810,0.8763,0,0,0,0,0,0
2811,2.2955,0,0,0,0,0,0
2812,1.887,0,0,0,0,0,0
2813,1.5698,0,0,0,0,0,0
2814,-0.9733,0,0,0,0,0,0
2815,-0.4597,0,0,0,0,0,0
2816,-1.0,0,0,0,0,0,0
2817,0.7732,0,0,0,0,0,0
2818,-1.0,0,0,0,0,0,0
2819,-1.0,0,0,0,0,0,0
2820,-1.0,0,0,0,0,0,0
2821,0.6332,0,0,0,0,0,0
2822,0.9089,0,0,0,0,0,0
2823,1.3076,0,0,0,0,0,0
2824,-0.0447,0,0,0,0,0,0
2825,-1.0,0,0,0,0,0,0
2826,-0.7053,0,0,0,0,0,0
2827,1.3551,0,0,0,0,0,0
2828,1.2328,0,0,0,0,0,0
2829,0.2374,0,0,0,0,0,0
2830,0.1035,0,0,0,0,0,0
2831,-0.5329,1,1,0,0,0,0
2832,-1.0,0,1,0,0,0,0
2833,-1.0,0,1,0,0,0,0
2834,3.6777,0,1,0,0,0,0
2835,-0.2669,0,1,0,0,0,1
2836,3.8667,0,1,0,1,0,1
2837,1.4693,0,1,0,0,0,1
2838,3.5406,0,1,0,0,0,1
2839,0.8125,0,1,0,0,0,1
2840,2.799,0,0,0,0,0,1
2841,0.6456,0,0,0,0,0,1
2842,-0.4001,0,0,0,0,0,1
2843,1.4073,0,0,0,0,0,1
2844,1.7465,0,0,0,0,0,1
2845,1.4673,0,0,0,0,0,1
2846,-0.8478,0,0,0,0,0,1
2847,-1.0,0,0,0,0,0,1
2848,2.5607,0,0,0,0,0,1
2849,1.2102,0,0,0,0,0,1
2850,1.18,0,0,0,0,0,1
2851,-1.0,0,0,0,0,0,1
2852,-0.2399,0,0,0,0,0,1
2853,0.1217,0,0,0,0,0,1
2854,0.8246,0,0,0,0,0,0
2855,2.0079,0,0,0,0,0,0
2856,0.3914,0,0,0,0,0,0
2857,3.0836,0,0,0,0,0,0
2858,-0.5682,0,0,0,0,0,0
2859,2.0266,0,0,0,0,0,0
2860,0.5586,0,0,0,0,0,0
2861,2.0839,0,0,0,0,0,0
2862,-1.0,0,0,0,0,0,0
2863,-0.8877,0,0,0,0,0,0
2864,-1.0,0,0,0,0,0,0
2865,2.0321,0,0,0,0,0,0
2866,0.6205,0,0,0,0,0,0
2867,-1.0,0,0,0,0,0,0
2868,-1.0,0,0,0,0,0,0
2869,0.2755,0,0,0,0,0,0
2870,-0.1863,0,0,0,0,0,1
2871,1.9311,0,0,0,0,0,1
2872,2.111,1,1,0,0,0,1
2873,-0.22,0,1,0,0,0,1
2874,2.3261,0,1,0,0,0,1
2875,0.5938,0,1,0,0,0,1
2876,1.2744,0,1,0,0,0,1
2877,2.4532,0,1,0,1,0,1
2878,3.0616,0,1,0,0,0,1
2879,1.5456,0,1,0,0,0,1
2880,-0.052,0,1,0,0,0,1
2881,0.6008,0,0,0,0,0,0
2882,1.3754,0,0,0,0,0,0
2883,2.4022,0,0,0,0,0,0
2884,-0.5914,0,0,0,0,0,0
2885,2.7162,0,0,0,0,0,0
2886,2.1361,0,0,0,0,0,1
2887,0.2005,0,0,0,0,0,1
2888,0.0,0,0,0,0,0,1
2889,-1.0,0,0,0,0,0,1
2890,-0.1351,0,0,0,0,0,1
2891,-0.0061,0,0,0,0,0,1
2892,-0.1236,0,0,0,0,0,1
2893,-1.0,0,0,0,0,0,1
2894,1.0526,0,0,0,0,0,1
2895,-1.0,0,0,0,0,0,1
2896,-0.0899,0,0,0,0,0,0
2897,-1.0,0,0,0,0,0,0
2898,2.8846,0,0,0,0,0,0
2899,0.2998,0,0,0,0,0,0
2900,-1.0,0,0,0,0,0,0
2901,-1.0,0,0,0,0,0,0
2902,-1.0,0,0,0,0,0,0
2903,-1.0,0,0,0,0,0,0
2904,1.3247,0,0,0,0,0,0
2905,-0.699,0,0,0,0,0,0
2906,-0.0104,0,0,0,0,0,0
2907,-1.0,0,0,0,0,0,0
2908,-0.3433,0,0,0,0,0,0
2909,2.1293,0,0,0,0,0,0
2910,-0.789,0,0,0,0,0,0
2911,-0.6989,0,0,0,0,0,0
2912,-0.5538,0,0,0,0,0,0
2913,-0.2359,1,0,1,0,0,0
2914,-1.0,0,0,1,0,0,0
2915,-0.3931,0,0,1,0,0,0
2916,-0.2507,0,0,1,0,0,0
2917,1.9187,0,0,1,0,0,1
2918,-0.2443,0,0,1,0,1,1
2919,-1.0,0,0,1,0,1,1
2920,0.786,0,0,1,0,1,1
2921,0.5118,0,0,1,0,1,1
2922,-0.4325,0,0,0,0,1,1
2923,-0.9873,0,0,0,0,1,1
2924,-0.3191,0,0,0,0,1,1
2925,1.0983,0,0,0,0,1,1
2926,2.2136,0,0,0,0,1,1
2927,0.8418,0,0,0,0,1,1
2928,1.116,0,0,0,0,1,1
2929,0.6302,0,0,0,0,1,1
2930,0.1413,0,0,0,0,1,1
2931,1.2683,0,0,0,0,1,1
2932,0.2966,0,0,0,0,1,1
2933,0.6688,0,0,0,0,1,1
2934,-0.2644,0,0,0,0,1,1
2935,2.2113,0,0,0,0,1,1
2936,3.1374,0,0,0,0,1,1
2937,-0.7444,0,0,0,0,0,0
2938,-0.7289,0,0,0,0,0,0
2939,-1.0,0,0,0,0,0,0
2940,0.7124,0,0,0,0,0,0
2941,0.8719,0,0,0,0,0,0
2942,0.2693,0,0,0,0,0,0
2943,-1.0,0,0,0,0,0,0
2944,-0.9909,0,0,0,0,0,0
2945,-0.356,0,0,0,0,0,0
2946,0.9996,0,0,0,0,0,0
2947,0.1361,0,0,0,0,0,0
2948,-1.0,0,0,0,0,0,0
2949,0.0,0,0,0,0,0,0
2950,-1.0,0,0,0,0,0,0
2951,0.1251,0,0,0,0,0,0
2952,-0.1291,0,0,0,0,0,0
2953,-1.0,0,0,0,0,0,0
2954,-1.0,1,1,0,0,0,0
2955,-1.0,0,1,0,0,0,0
2956,-0.4561,0,1,0,0,0,0
2957,-0.8315,0,1,0,0,0,0
2958,0.8914,0,1,0,0,0,1
2959,0.14,0,1,0,1,0,1
2960,2.7023,0,1,0,0,0,1
2961,1.9868,0,1,0,0,0,1
2962,0.1161,0,1,0,0,0,1
2963,-0.9931,0,0,0,0,0,1
2964,-0.3845,0,0,0,0,0,1
2965,-1.0,0,0,0,0,0,1
2966,1.1452,0,0,0,0,0,1
2967,-1.0,0,0,0,0,0,1
2968,1.1562,0,0,0,0,0,1
2969,-1.0,0,0,0,0,0,1
2970,-0.3101,0,0,0,0,0,1
2971,1.0182,0,0,0,0,0,1
2972,-0.9704,0,0,0,0,0,1
2973,1.7824,0,0,0,0,0,0
2974,-0.9333,0,0,0,0,0,0
2975,-1.0,0,0,0,0,0,0
2976,-1.0,0,0,0,0,0,0
2977,-0.4557,0,0,0,0,0,0
2978,-1.0,0,0,0,0,0,0
2979,0.9638,0,0,0,0,0,0
2980,-1.0,0,0,0,0,0,0
2981,1.039,0,0,0,0,0,0
2982,2.0846,0,0,0,0,0,0
2983,0.6979,0,0,0,0,0,0
2984,-1.0,0,0,0,0,0,0
2985,1.1529,0,0,0,0,0,0
2986,-1.0,0,0,0,0,0,0
2987,2.6203,0,0,0,0,0,0
2988,-0.1332,0,0,0,0,0,0
2989,-0.6944,0,0,0,0,0,0
2990,0.0,0,0,0,0,0,0
2991,0.8773,0,0,0,0,0,0
2992,1.8015,0,0,0,0,0,0
2993,-0.1426,0,0,0,0,0,0
2994,0.253,0,0,0,0,0,0
2995,0.4531,1,0,1,0,0,0
2996,0.7282,0,0,1,0,0,0
2997,-0.7215,0,0,1,0,0,0
2998,3.0844,0,0,1,0,0,0
2999,0.6734,0,0,1,0,0,1
3000,1.4084,0,0,1,0,1,1
3001,0.1394,0,0,1,0,1,1
3002,-1.0,0,0,1,0,1,1
3003,1.3444,0,0,1,0,1,1
3004,0.763,0,0,0,0,1,1
3005,-1.0,0,0,0,0,1,1
3006,1.9857,0,0,0,0,1,1
3007,1.6575,0,0,0,0,1,1
3008,-1.0,0,0,0,0,1,1
3009,1.808,0,0,0,0,1,1
3010,1.7867,0,0,0,0,1,1
3011,0.156,0,0,0,0,1,1
3012,1.3081,0,0,0,0,1,1
3013,-0.4483,0,0,0,0,1,1
3014,1.0553,0,0,0,0,1,1
3015,-0.8533,0,0,0,0,1,1
3016,-0.3968,0,0,0,0,0,0
3017,-0.9915,0,0,0,0,1,1
3018,-1.0,0,0,0,0,1,1
3019,0.5593,0,0,0,0,0,0
3020,0.5722,0,0,0,0,0,0
3021,-0.5218,0,0,0,0,0,0
3022,-0.8067,0,0,0,0,0,0
3023,-1.0,0,0,0,0,0,0
3024,0.7243,0,0,0,0,0,0
3025,0.6662,0,0,0,0,0,0
3026,-1.0,0,0,0,0,0,0
3027,2.1148,0,0,0,0,0,0
3028,-0.838,0,0,0,0,0,0
3029,0.6842,0,0,0,0,0,0
3030,-1.0,0,0,0,0,0,0
3031,-1.0,0,0,0,0,0,0
3032,-0.8201,0,0,0,0,0,0
3033,-0.1959,0,0,0,0,0,0
3034,3.254,0,0,0,0,0,0
3035,1.5434,0,0,0,0,0,0
3036,0.5351,1,0,1,0,0,0
3037,-1.0,0,0,1,0,0,0
3038,-0.4746,0,0,1,0,0,0
3039,1.4596,0,0,1,0,0,0
3040,0.3701,0,0,1,0,0,1
3041,1.5855,0,0,1,0,1,1
3042,1.5461,0,0,1,0,1,1
3043,0.1642,0,0,1,0,1,1
3044,-0.0267,0,0,1,0,1,1
3045,1.3436,0,0,0,0,1,1
3046,5.8453,0,0,0,0,1,1
3047,0.1207,0,0,0,0,1,1
3048,0.8929,0,0,0,0,1,1
3049,-0.4637,0,0,0,0,1,1
3050,-1.0,0,0,0,0,1,1
3051,-1.0,0,0,0,0,1,1
3052,-0.4458,0,0,0,0,1,1
3053,0.1763,0,0,0,0,1,1
3054,3.9856,0,0,0,0,1,1
3055,1.5216,0,0,0,0,0,0
3056,6.6684,0,0,0,0,0,0
3057,-0.2341,0,0,0,0,0,0
3058,1.9671,0,0,0,0,0,0
3059,0.4921,0,0,0,0,0,0
3060,1.8946,0,0,0,0,0,0
3061,-0.0103,0,0,0,0,0,0
3062,2.2198,0,0,0,0,0,0
3063,0.2517,0,0,0,0,0,0
3064,-0.4121,0,0,0,0,0,0
3065,0.1757,0,0,0,0,0,0
3066,0.6888,0,0,0,0,0,0
3067,-1.0,0,0,0,0,0,0
3068,-0.7408,0,0,0,0,0,0
3069,-1.0,0,0,0,0,0,0
3070,-0.0145,0,0,0,0,0,0
3071,-1.0,0,0,0,0,0,0
3072,0.1973,0,0,0,0,0,0
3073,-0.9602,0,0,0,0,0,0
3074,-0.175,0,0,0,0,0,0
3075,1.2851,0,0,0,0,0,0
3076,-1.0,0,0,0,0,0,0
3077,2.1096,1,0,1,0,0,0
3078,-0.1331,0,0,1,0,0,0
3079,-1.0,0,0,1,0,0,0
3080,0.2473,0,0,1,0,0,0
3081,-0.3065,0,0,1,0,0,0
3082,1.073,0,0,1,0,1,1
3083,-0.4224,0,0,1,0,1,1
3084,0.1387,0,0,1,0,1,1
3085,0.9309,0,0,1,0,1,1
3086,-0.5649,0,0,0,0,1,1
3087,3.5433,0,0,0,0,1,1
3088,1.2268,0,0,0,0,1,1
3089,1.7019,0,0,0,0,1,1
3090,-0.8122,0,0,0,0,1,1
3091,-0.4794,0,0,0,0,1,1
3092,4.0464,0,0,0,0,1,1
3093,-0.4297,0,0,0,0,0,0
3094,-0.4053,0,0,0,0,0,0
3095,-1.0,0,0,0,0,0,0
3096,-0.1307,0,0,0,0,0,0
3097,-0.0441,0,0,0,0,0,0
3098,-0.3506,0,0,0,0,0,0
3099,-0.4014,0,0,0,0,0,0
3100,-0.2499,0,0,0,0,1,1
3101,-1.0,0,0,0,0,0,0
3102,-1.0,0,0,0,0,0,0
3103,-0.7236,0,0,0,0,0,0
3104,0.3465,0,0,0,0,0,0
3105,-1.0,0,0,0,0,0,0
3106,-0.2549,0,0,0,0,0,0
3107,0.1916,0,0,0,0,0,0
3108,-1.0,0,0,0,0,0,0
3109,2.8128,0,0,0,0,0,0
3110,-1.0,0,0,0,0,0,0
3111,3.4036,0,0,0,0,0,0
3112,2.0661,0,0,0,0,0,0
3113,-1.0,0,0,0,0,0,0
3114,-1.0,0,0,0,0,0,0
3115,0.5838,0,0,0,0,0,0
3116,8.4887,0,0,0,0,0,0
3117,-0.3389,0,0,0,0,0,0
3118,-1.0,1,1,0,0,0,0
3119,0.7438,0,1,0,0,0,0
3120,0.782,0,1,0,0,0,0
3121,-0.0579,0,1,0,0,0,0
3122,2.0792,0,1,0,0,0,1
3123,2.0591,0,1,0,1,0,1
3124,2.1388,0,1,0,0,0,1
3125,0.7965,0,1,0,0,0,1
3126,4.303,0,1,0,0,0,1
3127,-0.0042,0,0,0,0,0,1
3128,1.0549,0,0,0,0,0,1
3129,-1.0,0,0,0,0,0,1
3130,-0.3166,0,0,0,0,0,1
3131,-0.6501,0,0,0,0,0,1
3132,0.2263,0,0,0,0,0,1
3133,-0.1592,0,0,0,0,0,1
3134,-0.1743,0,0,0,0,0,1
3135,0.67,0,0,0,0,0,1
3136,-1.0,0,0,0,0,0,1
3137,-0.5561,0,0,0,0,0,1
3138,2.4255,0,0,0,0,0,1
3139,2.6695,0,0,0,0,0,0
3140,2.141,0,0,0,0,0,0
3141,1.4068,0,0,0,0,0,0
3142,2.4192,0,0,0,0,0,0
3143,7.5524,0,0,0,0,0,0
3144,5.6855,0,0,0,0,0,0
3145,1.2483,0,0,0,0,0,0
3146,0.2018,0,0,0,0,0,0
3147,2.623,0,0,0,0,0,0
3148,0.6567,0,0,0,0,0,0
3149,2.0152,0,0,0,0,0,0
3150,0.5338,0,0,0,0,0,0
3151,-1.0,0,0,0,0,0,0
3152,1.7373,0,0,0,0,0,0
3153,1.1331,0,0,0,0,0,0
3154,-0.3155,0,0,0,0,0,0
3155,-0.1657,0,0,0,0,0,0
3156,-0.0229,0,0,0,0,0,0
3157,1.8846,0,0,0,0,0,0
3158,1.9932,0,0,0,0,0,0
3159,-0.7825,1,0,1,0,0,0
3160,-1.0,0,0,1,0,0,0
3161,2.2685,0,0,1,0,0,0
3162,1.4595,0,0,1,0,0,0
3163,2.4342,0,0,1,0,0,0
3164,-1.0,0,0,1,0,0,0
3165,1.3433,0,0,1,0,0,0
3166,0.7012,0,0,1,0,1,1
3167,2.6524,0,0,1,0,1,1
3168,-0.5758,0,0,0,0,1,1
3169,2.5612,0,0,0,0,1,1
3170,-0.3769,0,0,0,0,1,1
3171,1.2864,0,0,0,0,1,1
3172,0.3816,0,0,0,0,1,1
3173,1.501,0,0,0,0,1,1
3174,3.6984,0,0,0,0,0,0
3175,0.5966,0,0,0,0,1,1
3176,2.4887,0,0,0,0,1,1
3177,-0.7716,0,0,0,0,0,0
3178,-1.0,0,0,0,0,0,0
3179,0.276,0,0,0,0,0,0
3180,3.1731,0,0,0,0,0,0
3181,-1.0,0,0,0,0,0,0
3182,0.6926,0,0,0,0,0,0
3183,0.6824,0,0,0,0,0,0
3184,-1.0,0,0,0,0,0,0
3185,-0.7077,0,0,0,0,0,0
3186,-0.7286,0,0,0,0,0,0
3187,-1.0,0,0,0,0,0,0
3188,0.0678,0,0,0,0,0,0
3189,0.8927,0,0,0,0,0,0
3190,-0.9719,0,0,0,0,0,0
3191,-0.5442,0,0,0,0,0,0
3192,0.2607,0,0,0,0,0,0
3193,-1.0,0,0,0,0,0,0
3194,-0.0314,0,0,0,0,0,0
3195,-0.1292,0,0,0,0,0,0
3196,0.9346,0,0,0,0,0,0
3197,0.4385,0,0,0,0,0,0
3198,3.5154,0,0,0,0,0,0
3199,2.3216,0,0,0,0,0,0
3200,-0.2908,1,1,0,0,0,0
3201,-0.1882,0,1,0,0,0,0
3202,-0.3835,0,1,0,0,0,0
3203,0.6619,0,1,0,0,0,0
3204,-0.9235,0,1,0,0,0,0
3205,-0.4654,0,1,0,1,0,1
3206,1.2879,0,1,0,0,0,1
3207,1.7086,0,1,0,0,0,1
3208,0.6941,0,1,0,0,0,1
3209,0.1546,0,0,0,0,0,1
3210,0.1831,0,0,0,0,0,1
3211,-1.0,0,0,0,0,0,1
3212,1.3007,0,0,0,0,0,1
3213,1.3706,0,0,0,0,0,1
3214,0.0933,0,0,0,0,0,1
3215,-0.1181,0,0,0,0,0,1
3216,-0.58,0,0,0,0,0,1
3217,-0.4372,0,0,0,0,0,1
3218,-1.0,0,0,0,0,0,1
3219,-0.7645,0,0,0,0,0,1
3220,0.8862,0,0,0,0,0,1
3221,0.11,0,0,0,0,0,1
3222,0.1943,0,0,0,0,0,1
3223,0.9703,0,0,0,0,0,0
3224,1.6119,0,0,0,0,0,0
3225,1.0512,0,0,0,0,0,0
3226,-1.0,0,0,0,0,0,0
3227,0.5251,0,0,0,0,0,0
3228,0.0094,0,0,0,0,0,0
3229,-1.0,0,0,0,0,0,0
3230,0.4992,0,0,0,0,0,0
3231,-0.7862,0,0,0,0,0,0
3232,-0.6553,0,0,0,0,0,0
3233,0.487,0,0,0,0,0,0
3234,-1.0,0,0,0,0,0,0
3235,-0.9233,0,0,0,0,0,0
3236,0.6347,0,0,0,0,0,0
3237,-0.2522,0,0,0,0,0,0
3238,-0.6291,0,0,0,0,0,0
3239,-0.3659,0,0,0,0,0,0
3240,0.3841,0,0,0,0,0,0
3241,-0.1701,1,1,0,0,0,0
3242,-1.0,0,1,0,0,0,0
3243,-0.0143,0,1,0,0,0,0
3244,0.1493,0,1,0,0,0,0
3245,2.1642,0,1,0,0,0,0
3246,0.4867,0,1,0,0,0,0
3247,0.4929,0,1,0,0,0,0
3248,0.4947,0,1,0,0,0,0
3249,-1.0,0,1,0,0,0,0
3250,-1.0,0,0,0,0,0,0
3251,-1.0,0,0,0,0,0,0
3252,-1.0,0,0,0,0,0,0
3253,2.3084,0,0,0,0,0,0
3254,0.0094,0,0,0,0,0,0
3255,2.5598,0,0,0,0,0,0
3256,-0.0571,0,0,0,0,0,0
3257,-0.516,0,0,0,0,0,0
3258,0.5872,0,0,0,0,0,0
3259,1.105,0,0,0,0,0,0
3260,0.2729,0,0,0,0,0,0
3261,-1.0,0,0,0,0,0,0
3262,-1.0,0,0,0,0,0,0
3263,-0.9078,0,0,0,0,0,0
3264,-1.0,0,0,0,0,0,0
3265,0.0797,0,0,0,0,0,0
3266,0.1935,0,0,0,0,0,0
3267,2.1395,0,0,0,0,0,0
3268,-0.8227,0,0,0,0,0,0
3269,-0.3458,0,0,0,0,0,0
3270,-0.019,0,0,0,0,0,0
3271,0.3465,0,0,0,0,0,0
3272,-0.8865,0,0,0,0,0,0
3273,-0.1773,0,0,0,0,0,0
3274,-0.5448,0,0,0,0,0,0
3275,0.479,0,0,0,0,0,0
3276,0.6738,0,0,0,0,0,0
3277,-0.4022,0,0,0,0,0,0
3278,-1.0,0,0,0,0,0,0
3279,-1.0,0,0,0,0,0,0
3280,0.3363,0,0,0,0,0,1
3281,6.4935,0,0,0,0,0,1
3282,1.069,1,1,0,0,0,0
3283,1.113,0,1,0,0,0,0
3284,0.3292,0,1,0,0,0,0
3285,0.1405,0,1,0,0,0,0
3286,-0.3463,0,1,0,0,0,0
3287,1.0899,0,1,0,1,0,1
3288,-0.3745,0,1,0,0,0,1
3289,-0.1693,0,1,0,0,0,0
3290,2.0118,0,1,0,0,0,0
3291,-1.0,0,0,0,0,0,0
3292,-0.6836,0,0,0,0,0,1
3293,-0.7748,0,0,0,0,0,0
3294,0.3013,0,0,0,0,0,0
3295,-0.0311,0,0,0,0,0,0
3296,-0.3387,0,0,0,0,0,0
